d,l,nc,w,association,country,dob,fname,height1,height2,lname,locality,name1,nick1,reach,sapm,slpm,stance,str_acc,str_def,sub_avg,td_acc,td_avg,td_def,weight1,eff,active,grind,ape_ratio,st_ratio,age,wc,w_pct,z_sapm,z_slpm,z_str_acc,z_str_def,z_td_acc,z_td_avg,z_td_def,z_eff,z_active,z_grind,z_st_ratio,z_age,z_ape_ratio,fights
0,3,0.0,3,Tata Fight Team,Brazil,1987-02-07,Wagner,72.0,72.0,Silva,"Vicosa, Minas Gerais",Wagner Silva,Wagnao,71.0,2.87,1.69,Orthodox,0.29,0.65,0.0,0.0,0.0,0.58,170.0,0.5888501742160278,4.5600000000000005,,0.9861111111111112,,32.221917808219175,ww,0.5,-0.2124664457480172,-0.5733317383148059,-0.8504485085281032,1.0519217186502057,-1.1797975577175064,-0.8990079010929118,0.35662209463711636,-0.4453607302196464,-0.44979570877672465,,,-0.7082130795651993,-1.7349968024608824,6.0
2,9,1.0,32,American Top Team,USA,1984-08-13,Nik,68.0,68.0,Lentz,"St. Paul, Minnesota",Nik Lentz,The Carny,68.0,3.03,3.49,Orthodox,0.5,0.5,1.3,0.34,3.58,0.44,155.0,1.1518151815181519,6.52,2.753846153846154,1.0,14.62290502793296,34.70958904109589,lw,0.7441860465116279,-0.1403523476681106,0.5983966011563613,0.7340498265964992,-0.3161084693201659,0.045483409909428556,1.0314482940240535,-0.057094453416829546,0.25642257485934383,0.2269356695075275,0.0249235112691815,-0.3762331281694811,-0.1621770657353604,-0.8605660293500599,44.0
0,7,0.0,13,Sacramaneto BJJ,USA,1977-03-13,Brad,79.0,79.0,Imes,"Sacramento, California",Brad Imes,Hillbilly Heartthrob,,4.24,2.73,Orthodox,0.31,0.49,1.0,0.71,1.72,0.0,265.0,0.6438679245283019,6.970000000000001,1.72,,23.808139534883722,42.134246575342466,hw,0.65,0.07311322793306416,0.16250887576678993,-0.5844705539841993,0.15151004515217834,1.2467077036439471,0.1604478121801109,-1.1253548831151097,-0.24887634898488506,0.1335938781622213,-0.1773772275598546,-0.2576839619242405,0.29192323982567864,,20.0
0,6,0.0,13,FightFit Militia,South Africa,1982-09-01,Garreth,73.0,73.0,McLellan,"Johannesburg, Gauteng",Garreth McLellan,Soldier Boy,72.0,2.94,3.56,Southpaw,0.54,0.45,0.9,0.22,1.15,0.34,185.0,1.2108843537414966,6.5,1.2777777777777777,0.9863013698630136,46.434782608695656,36.66027397260274,mw,0.6842105263157895,-0.1370605252739543,0.7538429169838486,0.7510726289998152,-0.3322328761241539,-0.3690320805971785,-0.1919252627319295,-0.32317592012935015,0.14218891145826493,0.24203715449697139,-0.30974062406780334,0.1665040287105703,-0.12050234943626921,-1.4612442406969914,19.0
0,7,1.0,30,Team Extreme,USA,1976-03-05,Tim,80.0,80.0,Sylvia,"Bettendorf, Iowa",Tim Sylvia,The Maine-iac,80.0,2.61,4.23,Orthodox,0.41,0.61,0.1,1.0,0.11,0.75,265.0,1.620689655172414,6.84,1.0999999999999999,1.0,576.8181818181819,43.156164383561645,hw,0.8108108108108109,-0.32908998779849596,0.952535585107455,-0.04818773184444225,0.9319163741475293,2.1208775205485595,-0.4649608704545735,1.0153220219099583,0.44676563204222297,0.10488087739272031,-0.35584605924869095,8.567379394794052,0.43595578583870315,-1.2381795593942106,38.0
0,2,0.0,4,Disorderly Conduct,USA,1981-04-26,Brian,74.0,73.0,Houston,"Omaha, Nebraska",Brian Houston,B-Hue,78.0,3.67,1.9,Orthodox,0.35,0.53,0.0,1.0,0.95,0.87,185.0,0.5177111716621253,5.57,,1.054054054054054,30.0,38.010958904109586,mw,0.6666666666666666,0.13992518646155594,-0.35242877858790655,-0.4640907292728096,0.2227403042188758,2.1644083162407237,-0.2827636759181582,1.288199486508632,-0.4195313763961743,-0.050315068786825276,,-0.14478201905382804,0.09452886723916128,0.8517563598274148,6.0
0,3,0.0,7,Team Link,USA,1986-07-07,Jon,73.0,72.0,Manley,"Adams, Massachusetts",Jon Manley,,75.0,4.33,1.13,Orthodox,0.2,0.45,0.0,0.07,1.0,0.2,170.0,0.26096997690531176,5.46,,1.0273972602739727,16.95,32.81095890410959,ww,0.7,0.47759770831162335,-0.9429880859774281,-1.4837476786750161,-0.5414621046650464,-0.9461787645285167,-0.294131441983011,-0.8635499773785711,-0.8324618846184685,-0.14266937129859839,,-0.4278705291123878,-0.6032179564244827,-0.018555777772920088,10.0
0,20,1.0,33,Dungeon MMA,USA,1979-08-16,Ron,69.0,69.0,Faircloth,"Stoughton, Wisconsin",Ron Faircloth,,,8.9,0.39,Orthodox,0.4,0.42,0.0,0.0,0.0,0.0,205.0,0.043820224719101124,9.290000000000001,,,,39.706849315068496,lhw,0.6226415094339622,1.3633055797984204,-1.1770172550122757,-0.1415104616129516,-0.5269441238375144,-0.9887720545019878,-0.6530383149394925,-1.1549927142953476,-0.24258830266639206,0.7280602592217666,,,0.09423576701701662,,54.0
0,12,1.0,33,Team Quest,USA,1986-05-06,Sam,74.0,74.0,Alvey,"Waterford, Wisconsin",Sam Alvey,Smile'N,75.0,3.28,3.17,Southpaw,0.45,0.55,0.1,0.2,0.1,0.84,205.0,0.9664634146341464,6.449999999999999,1.0,1.0135135135135136,475.49999999999994,32.98082191780822,lhw,0.7333333333333333,-0.12719906745780876,0.3962730828791206,0.1648411540514482,0.3993922016574058,-0.27771652714419215,-0.6061819028929185,1.3015263006827928,-0.04761711151036571,0.0524777687629003,-0.3465148004909645,7.240684847673132,-0.8219582037527512,-0.5627258881695097,46.0
1,4,0.0,28,,Netherlands,1965-02-24,Bas,73.0,73.0,Rutten,Eindhoven,Bas Rutten,El Guapo,,2.06,5.59,Orthodox,0.61,0.79,0.0,0.0,0.0,0.0,205.0,2.7135922330097086,7.65,,,,54.18904109589041,lhw,0.8484848484848485,-0.4507605745134314,1.7658279813313433,1.1451663241775276,2.109551571801873,-0.9887720545019878,-0.6530383149394925,-1.1549927142953476,0.32158280297994707,0.33793515909763266,,,2.0669450661978686,,33.0
0,17,1.0,29,The Pit Elevated Fight Team,USA,1980-04-10,Joshua,70.0,70.0,Burkman,"Salt Lake City, Utah",Joshua Burkman,The People's Warrior,72.0,3.13,2.69,Orthodox,0.43,0.51,0.3,0.36,2.53,0.72,170.0,0.8594249201277956,5.82,8.433333333333334,1.0285714285714285,15.948616600790515,39.054794520547944,ww,0.6304347826086957,-0.08957830872369776,0.08676888251130524,0.13468353392265064,-0.06344695767047082,0.021670521540154475,0.6313295404551371,0.8061591738007908,-0.12591540429666465,-0.01981883630734769,1.4571078629078649,-0.44790910360592506,0.5097303488671047,0.03025939817606381,47.0
0,6,0.0,12,Tristar Gym,Canada,1978-02-14,Steve,70.0,70.0,Vigneault,"Iles de la Madeleine, Quebec",Steve Vigneault,Lionheart,,5.75,2.19,Orthodox,0.28,0.44,0.0,0.0,0.0,1.0,185.0,0.3808695652173913,7.9399999999999995,,,,41.20821917808219,mw,0.6666666666666666,0.9291447486668454,-0.15916444622898546,-0.9117824928469341,-0.4016045236670327,-1.0835921925258176,-0.7142461385527447,1.6834425107783255,-0.5304224329890106,0.69471156474285,,,0.6035378527568643,,18.0
1,5,0.0,10,Blackzillians,Cuba,1985-02-12,Yosdenis,68.0,68.0,Cedeno,Havana,Yosdenis Cedeno,Pink Panther,69.0,1.6,1.64,Orthodox,0.29,0.67,0.3,0.0,0.0,0.31,155.0,1.025,3.24,0.0,1.0147058823529411,,34.20821917808219,lw,0.625,-0.847621017995645,-0.5878874779331955,-0.764779799080614,1.0074380521663258,-1.1474814557149924,-0.8330794058249812,-0.47189710592512196,0.10320841660311873,-0.9192370849583,-0.7033090482964314,,-0.25919554544716555,-0.33030134394229616,16.0
0,2,0.0,11,,USA,1982-11-23,Vinc,70.0,70.0,Pichel,"Simi Valley, California",Vinc Pichel,From Hell,72.0,2.67,3.12,Orthodox,0.42,0.54,0.2,0.62,4.25,0.2,155.0,1.1685393258426966,5.79,21.25,1.0285714285714285,11.011764705882355,36.43287671232877,lw,0.8461538461538461,-0.318405998939378,0.3611397853384499,0.16306711205283697,-0.004685758382167666,1.0279250639530693,1.38039621550418,-0.8228839657398309,0.2766281658979371,-0.028157656943708396,4.916083258407495,-0.43241640619683314,0.17129082354729233,0.16966250229930965,13.0
0,4,0.0,17,Power MMA,USA,1988-10-31,Myles,70.0,71.0,Jury,"Hazel Park, Michigan",Myles Jury,Fury,73.0,2.16,2.94,Orthodox,0.42,0.66,0.3,0.55,2.16,0.5,145.0,1.361111111111111,5.1,7.200000000000001,1.042857142857143,20.416666666666664,30.49041095890411,fw,0.8095238095238095,-0.5891223524029588,0.06982611246901006,0.07771555276967303,0.9059295835647089,0.958364775231642,0.3934796329867105,-0.04512204325163983,0.476775676907048,-0.35163677890001066,1.6042520110197616,-0.44659811239491387,-0.5705061486956113,0.7809932271292986,21.0
0,5,0.0,18,Allstars Training Center,Sweden,1987-01-15,Alexander,77.0,76.0,Gustafsson,"Stockholm, Stockholm County",Alexander Gustafsson,The Mauler,79.0,3.51,4.01,Orthodox,0.39,0.51,0.5,0.4,1.63,0.84,205.0,1.1424501424501425,7.52,3.26,1.025974025974026,36.90184049079755,32.28493150684932,lhw,0.782608695652174,-0.06619976694732252,0.871655774903859,-0.20278078474583164,0.11436563996666099,0.43333900021360344,0.11072120141966219,1.3015263006827928,-0.010427933369793784,0.3070106084780365,0.04291615019052433,-0.06332500993431338,-0.9167497591806618,-0.10259956722654294,23.0
0,3,0.0,3,,USA,1982-09-01,Matt,70.0,72.0,Arroyo,"Cobleskill, New York",Matt Arroyo,No Regard,72.0,2.01,1.62,Orthodox,0.47,0.58,5.3,0.36,2.12,1.0,170.0,0.8059701492537314,3.63,0.4,1.0285714285714285,11.462264150943396,36.66027397260274,ww,0.5,-0.6189425912899974,-0.6195387817726336,0.416149831765723,0.494237380489867,0.021670521540154475,0.38333019222007797,1.7052333321281397,-0.18902505130552497,-0.7671595908374554,-0.5284773051758189,-0.5376850154509728,0.08291296456484586,0.03025939817606381,6.0
0,9,1.0,19,Team Nogueira,Brazil,1984-06-21,Erick,72.0,71.0,Silva,"Vila Velha, Espirito Santo",Erick Silva,The Tiger,74.0,4.18,2.5,Orthodox,0.48,0.49,1.4,0.35,0.85,0.56,170.0,0.5980861244019139,6.68,0.6071428571428572,1.0277777777777777,44.11764705882353,34.85479452054795,ww,0.6785714285714286,0.40670070618220805,-0.03865023544565583,0.48651640622649117,-0.22278534000199615,-0.011703591772558355,-0.38486291084949614,0.2924025118994489,-0.43445660423628174,0.27365744172730627,-0.4772781618375615,0.1157783069199721,-0.23890929659669632,-0.002736044826495933,29.0
0,2,0.0,4,Lakay MMA,Philippines,1990-12-04,Roldan,64.0,64.0,Sangcha-an,"Baguio, Cordillera Administrative Region",Roldan Sangcha-an,The Executioner,65.0,2.15,2.71,Orthodox,0.46,0.51,0.0,0.6,1.94,0.68,125.0,1.2604651162790699,4.859999999999999,,1.015625,20.95360824742268,28.397260273972602,flw,0.6666666666666666,-0.8734962699567381,-0.29278395505992877,0.4701087697442924,-0.4131819613544868,1.024432878711008,0.39327273059725354,0.5635605681703391,0.42611846348631477,-0.7412945682469387,,-0.38026147604057103,-0.6353663137876476,0.09129524707257608,6.0
0,9,1.0,20,MidAmerica Martial Arts,USA,1988-10-19,Drew,68.0,68.0,Dober,"Omaha, Nebraska",Drew Dober,,70.0,4.14,4.33,Southpaw,0.39,0.53,0.1,0.17,0.97,0.6,155.0,1.0458937198067635,8.469999999999999,9.7,1.0294117647058822,66.95876288659794,30.523287671232875,lw,0.6896551724137931,0.40864641041829725,1.1370336965267545,-0.05105140590103612,-0.08254143611666723,-0.5509990229027819,-0.3278861463686785,0.45343188813183793,0.12845155906218217,0.9083493497539797,1.861778263469596,0.43802491517446485,-0.972254863547589,0.19996334146546757,30.0
1,4,0.0,17,Frontline Academy,Norway,1984-03-14,Simeon,73.0,73.0,Thoresen,Oslo,Simeon Thoresen,The Grin,79.0,3.85,3.85,Orthodox,0.43,0.64,1.7,0.4,1.12,0.5,170.0,1.0,7.7,0.6588235294117648,1.082191780821918,51.56249999999999,35.12602739726027,ww,0.7727272727272727,0.25072730149749495,0.8524856026695942,0.13468353392265064,0.9722525274844429,0.1551669747910058,-0.22154626688982285,0.09974376368644539,0.040050018880962684,0.6217339575358497,-0.4645043390574283,0.2647564509285149,-0.19056270501097197,2.2594857665134045,22.0
1,4,1.0,22,Busan Team M.A.D.,South Korea,1981-11-17,Dong,74.0,73.0,Hyun Kim,"Busan, Yeongnam",Dong Hyun Kim,Stun Gun,76.0,1.89,2.12,Southpaw,0.49,0.58,0.6,0.43,2.93,0.71,170.0,1.1216931216931219,4.01,4.883333333333334,1.027027027027027,10.853242320819112,37.44931506849315,ww,0.8148148148148148,-0.6756601929935295,-0.289488471359578,0.5568829806872594,0.494237380489867,0.2552893147291441,0.8732801240990976,0.7740493824319569,0.1837230685990653,-0.6374840261244689,0.5796604753522122,-0.5498720851794804,0.22355759463240946,-0.0339479503694561,28.0
0,2,0.0,4,,USA,1977-11-04,Kelly,68.0,68.0,Dullanty,"San Jose, California",Kelly Dullanty,Psycho,,0.67,0.0,Orthodox,0.0,0.75,0.0,0.0,0.0,0.66,155.0,0.0,0.67,,,,41.487671232876714,lw,0.6666666666666666,-1.3075929504464194,-1.6395122831801536,-2.834592139301389,1.6302834740423213,-1.1474814557149924,-0.8330794058249812,0.6448792662125885,-1.1351647050735776,-1.81730537123183,,,1.1494279550679478,,6.0
0,4,0.0,15,Sikjitsu,USA,1987-12-07,Michael,73.0,73.0,Chiesa,"Spokane, Washington",Michael Chiesa,Maverick,75.0,2.35,2.14,Southpaw,0.38,0.52,1.4,0.43,3.32,0.68,170.0,0.9106382978723404,4.49,2.3714285714285714,1.0273972602739727,9.668674698795181,31.39178082191781,ww,0.7894736842105263,-0.4582427197966563,-0.27628645894305576,-0.21714933838118988,0.016222233495291852,0.2552893147291441,1.1091819431519587,0.6777200083254555,-0.06545198562063743,-0.47368331280280124,-0.04120269961171394,-0.5735763392696694,-0.8561829507821144,-0.018555777772920088,19.0
0,5,0.0,7,Syndicate MMA,USA,1980-08-27,Amir,70.0,71.0,Sadollah,"Richmond, Virginia",Amir Sadollah,,74.0,3.55,4.71,Orthodox,0.46,0.6,0.3,0.27,0.57,0.6,170.0,1.3267605633802817,8.26,1.9,1.0571428571428572,123.94736842105266,38.673972602739724,ww,0.5833333333333334,0.10893329723866456,1.4201721365800497,0.34578325730495524,0.6535757628213923,-0.27869649827426063,-0.5542283194002684,0.4208416773747842,0.42582931367822874,0.8128347897444615,-0.15772488789878253,1.7132421949554364,0.4418497808831069,1.2180953462682238,12.0
0,4,0.0,17,American Top Team,Brazil,1988-05-30,Amanda,68.0,65.0,Nunes,"Salvador, Bahia",Amanda Nunes,Lioness,69.0,2.88,4.65,Orthodox,0.51,0.57,0.6,0.4,1.8,0.8,145.0,1.6145833333333335,7.53,3.0,1.0147058823529411,38.75,30.912328767123288,fw,0.8095238095238095,-0.23268897629267565,1.1163253172388738,0.8350039466756464,0.15451534977279976,0.3994156961171971,0.19014031011345045,0.865752848557192,0.820630664259662,0.44253330321630735,0.185682055674022,-0.07468976922293012,-0.48687711843481024,-0.2674423321922288,21.0
2,3,0.0,9,Akimoto Dojo Jungle Junction,Japan,1989-11-16,Yusuke,67.0,67.0,Kasuya,"Sagamihara, Kanagawa",Yusuke Kasuya,,67.0,4.34,2.17,Southpaw,0.44,0.48,0.0,0.33,1.36,0.0,155.0,0.5,6.51,,1.0,23.93382352941176,29.446575342465753,lw,0.6428571428571429,0.5075651055690015,-0.24803312013997114,0.3058127906887526,-0.471819824789165,0.010396207979298501,-0.12476720699964955,-1.4610418926756654,-0.5310802554751891,0.2234412403780586,,-0.23137087519517843,-1.1806060248958912,-0.8605660293500599,14.0
0,10,0.0,21,Xtreme Couture,USA,1984-08-04,Bryan,68.0,69.0,Caraway,"Seattle, Washington",Bryan Caraway,Kid Lightning,68.0,3.61,2.53,Orthodox,0.34,0.54,0.8,0.25,2.57,0.8,135.0,0.7008310249307479,6.14,3.2124999999999995,1.0,14.766536964980544,34.73424657534247,bw,0.6774193548387096,-0.015625993284772443,-0.2639639177269972,-0.5123789543893288,-0.10199774410196338,-0.22217656739031577,0.7477379566195204,0.9421310451150874,-0.3989471083170114,-0.16675385859207253,0.03651549579572242,-0.565052988646324,0.3968207069530798,-0.6457470761349782,31.0
0,3,0.0,9,Cung Le's Universal Strength Headquarters,USA,1972-05-25,Cung,69.0,70.0,Le,"San Jose, California",Cung Le,,69.0,2.98,4.36,Southpaw,0.48,0.66,0.3,0.71,1.37,0.88,185.0,1.4630872483221478,7.34,4.566666666666667,1.0,47.737226277372265,46.93698630136986,mw,0.75,-0.12188322600077563,1.2869859028015622,0.367336831650565,1.124571722276299,1.2224881686984266,-0.0920030082270778,1.3186027960678393,0.34656421939587734,0.5060972271404006,1.1218439340194732,0.19117320455008463,1.5155668062423124,-0.9935883815745682,12.0
1,6,0.0,12,Paraestra Hachioji,Japan,1987-03-04,Kazuki,71.0,71.0,Tokudome,Tokyo,Kazuki Tokudome,,73.0,3.63,2.26,Southpaw,0.41,0.53,0.0,0.38,2.0,0.78,155.0,0.6225895316804407,5.89,,1.028169014084507,16.95,32.153424657534245,lw,0.631578947368421,0.15640373778400182,-0.19032200277885766,0.09169427273487914,-0.08254143611666723,0.1858322176299486,0.20855618068285936,1.0277740223740892,-0.3829713959317826,0.006786634350981352,,-0.3400274390653114,-0.6568122655775132,0.15515224129016586,19.0
0,3,1.0,8,Brazos Valley MMA,USA,1985-07-24,Bubba,72.0,72.0,Bush,"College Station, Texas",Bubba Bush,The Fightin' Texas Aggie,73.0,7.01,0.63,Orthodox,0.55,0.25,0.0,0.5,2.82,0.6,185.0,0.0898716119828816,7.64,,1.0138888888888888,3.351063829787234,33.76438356164383,mw,0.7272727272727273,1.4072296757719724,-1.1987932685735265,0.8150285952246902,-1.719665826981728,0.540408061857453,0.5665754873730804,0.46731012841003716,-0.7662357308514552,0.6004043959416253,,-0.6495311365238777,-0.5815327673387649,-0.5194373021865594,12.0
0,3,0.0,17,Serra-Longo Fight Team,USA,1989-07-31,Aljamain,67.0,67.0,Sterling,"Cortland, New York",Aljamain Sterling,Funk Master,71.0,1.45,4.18,Orthodox,0.5,0.69,0.9,0.32,2.1,0.51,135.0,2.882758620689655,5.63,2.3333333333333335,1.0597014925373134,29.857142857142854,29.742465753424657,bw,0.85,-0.9234423203945898,0.606479323415944,0.8205997667378796,1.2541086263445405,0.021414608905090973,0.44853550787676905,0.023892526811980876,2.6340819102098747,-0.32496264722426454,-0.14348228367968235,-0.28587116816098224,-0.6150490114496511,1.312329358229908,20.0
0,9,0.0,23,Brazilian Jiu-Jitsu United,Brazil,1985-01-06,Wilson,64.0,64.0,Reis,"Januaria, Minas Gerais",Wilson Reis,,65.0,2.95,1.86,Southpaw,0.29,0.56,0.6,0.43,5.15,0.47,125.0,0.6305084745762711,4.8100000000000005,8.583333333333334,1.015625,5.41747572815534,34.30958904109589,flw,0.71875,-0.33109237658127283,-0.904750418504861,-1.1810049581381041,0.013022927148708889,0.40260999572451006,2.6229598027335808,-0.12528630254393042,-0.6956902507071133,-0.7631616646554026,1.199906641910181,-0.5984183048985604,0.6979794044026248,0.09129524707257608,32.0
0,12,0.0,15,Twisted Genetiks,USA,1982-09-17,Scott,65.0,65.0,Jorgensen,"Boise, Idaho",Scott Jorgensen,Young Guns,66.0,3.41,3.37,Orthodox,0.4,0.65,0.7,0.45,2.61,0.59,135.0,0.9882697947214076,6.78,3.7285714285714286,1.0153846153846153,19.367816091954026,36.61643835616438,bw,0.5555555555555556,-0.09968306060975542,0.17917082321850034,-0.012511933966625597,0.8924802608921399,0.47379822202513205,0.7732019948103929,0.27719970427490664,0.0006124973817797189,0.03178266047577653,0.1421743142149345,-0.4799276137999206,0.7783544591718909,-0.1411658411255666,27.0
0,3,0.0,9,Banks MMA,USA,1990-05-27,Geane,65.0,65.0,Herrera,"Tampa, Florida",Geane Herrera,The Revolutionary,66.0,5.07,1.51,Orthodox,0.31,0.52,0.6,0.37,0.83,0.38,125.0,0.29783037475345164,6.58,1.3833333333333333,1.0153846153846153,27.289156626506024,28.92054794520548,flw,0.75,1.1062779408637098,-1.1567366093351275,-0.9867562842695867,-0.32794098365384766,0.18314309584692257,-0.3777405560293267,-0.42050638999290285,-1.2881138663924274,0.010933548204233076,-0.3308553433494907,-0.29129833532694016,-0.517354714077572,0.08178107258150535,12.0
0,11,0.0,21,Jackson-Wink MMA,USA,1984-09-26,John,63.0,63.0,Dodson,"Albuquerque, New Mexico",John Dodson,The Magician,66.0,3.55,3.28,Orthodox,0.4,0.61,0.0,0.28,0.8,0.81,135.0,0.923943661971831,6.83,,1.0476190476190477,61.49999999999999,34.58904109589041,bw,0.65625,-0.04084311348226739,0.13169210097433975,-0.012511933966625597,0.5308518954397383,-0.11778034897799851,-0.37904573332658603,0.9737944422979531,-0.0888052393287819,0.047293326027952165,,0.2995334554591123,0.36738651646167125,0.916051984608446,32.0
2,7,0.0,14,Red Schafer MMA,USA,1977-09-20,Eric,75.0,75.0,Schafer,"Milwaukee, Wisconsin",Eric Schafer,Red,75.0,3.38,1.89,Orthodox,0.34,0.56,1.8,0.36,1.81,0.5,185.0,0.5591715976331361,5.27,1.0055555555555555,1.0,15.662983425414364,41.61095890410959,mw,0.6086956521739131,0.029889766731010764,-0.359093065910628,-0.5280466954976842,0.4308552468475121,0.08568799063013721,0.10784150078262539,0.16327703281796513,-0.38593347761258134,-0.14462223758805026,-0.4282332648554326,-0.41633494022688355,0.6676546658426421,-0.9935883815745682,23.0
0,11,0.0,36,Rothwell MMA,USA,1981-10-17,Ben,76.0,76.0,Rothwell,"Kenosha, Wisconsin",Ben Rothwell,,78.0,4.0,3.06,Orthodox,0.42,0.48,0.4,0.36,0.76,0.69,265.0,0.765,7.0600000000000005,1.9,1.0263157894736843,60.39473684210526,37.534246575342465,hw,0.7659574468085106,0.013893122549276127,0.3363147518217362,0.005440550369533519,0.0864761844025657,0.1916751660004496,-0.2124666818132413,0.8440678695079528,-0.16261234163986668,0.15347210946418338,-0.12556369577922472,0.3261734991624484,-0.35641629035091127,-0.21565308965981142,47.0
0,8,0.0,19,Adrenaline Training Center,Canada,1985-12-24,Jesse,70.0,69.0,Ronson,"London, Ontario",Jesse Ronson,The Body Snatcher,72.0,2.73,3.09,Southpaw,0.46,0.59,0.3,0.4,0.67,0.61,155.0,1.1318681318681318,5.82,2.2333333333333334,1.0285714285714285,69.17910447761193,33.345205479452055,lw,0.7037037037037037,-0.28873039039416676,0.3419027462180786,0.44855846932466825,0.38459263029032925,0.2560066214902087,-0.48413148434485453,0.4853397844786297,0.2323231698414557,-0.017674369555301345,-0.11272193527813637,0.47256970097575285,-0.426194567901911,0.16966250229930965,27.0
0,12,0.0,24,Finney's MMA,USA,1979-04-26,Bobby,72.0,72.0,Voelker,"Kansas City, Kansas",Bobby Voelker,Vicious,75.0,5.84,4.01,Orthodox,0.35,0.42,0.0,0.5,1.04,0.66,170.0,0.6866438356164384,9.85,,1.0416666666666667,57.83653846153846,40.013698630136986,ww,0.6666666666666666,1.1912941964144022,0.9581017020017718,-0.4282490617634944,-0.7804696781623344,0.4889081079181337,-0.26993638361861494,0.6135004255877876,-0.3299038056127842,1.355424652622485,,0.39030555348614177,0.6806526423519911,0.5746842077183087,36.0
0,7,0.0,14,Blackzilians,Brazil,1985-02-15,Cezar,73.0,73.0,Ferreira,"Ibitinga, Sao Paulo",Cezar Ferreira,Mutante,78.0,2.14,1.83,Southpaw,0.42,0.55,0.5,0.59,2.97,0.9,185.0,0.8551401869158878,3.97,5.94,1.0684931506849316,9.242424242424242,34.2,mw,0.6666666666666666,-0.44060651073752705,-0.3990787898469564,-0.016398965698684768,0.36148359930463336,0.8327281076464417,0.6347042972627521,1.3794094151862537,-0.1460921717659522,-0.5532866357266907,1.7196272157072683,-0.53794473209921,-0.5121819286949637,1.34469091403754,21.0
0,10,1.0,13,Straight Rootless Fight Team,USA,1982-11-12,Kendall,78.0,78.0,Grove,"Maui, Hawaii",Kendall Grove,Da Spyder,79.0,2.4,2.31,Orthodox,0.41,0.54,1.7,0.45,0.49,0.56,185.0,0.9625,4.71,0.28823529411764703,1.0128205128205128,70.71428571428571,36.463013698630135,mw,0.5652173913043478,-0.34195406546186596,-0.0791929983563284,-0.08035493192355979,0.2921119517617546,0.378008036419126,-0.4916920262464843,0.3456968901732086,-0.05909200114668407,-0.32066228601700303,-0.7404677744939036,0.6263744598182922,-0.15190650278440515,-0.5559104621394831,24.0
0,9,0.0,31,HB Ultimate,England,1979-02-28,Michael,73.0,74.0,Bisping,Manchester,Michael Bisping,The Count,75.0,2.71,4.33,Orthodox,0.38,0.65,0.3,0.43,1.05,0.63,185.0,1.5977859778597787,7.04,3.5000000000000004,1.0273972602739727,61.857142857142854,40.16986301369863,mw,0.775,-0.22432999609473148,1.2669930408333978,-0.27222283059818453,1.0552000747334203,0.31304802624379513,-0.2373444693250438,0.558520057087659,0.4557187728114213,0.4117900583391759,0.6575462395046809,0.458614103011024,0.4382298788826495,-0.05827666332972189,40.0
1,15,0.0,25,Team Extreme,USA,1974-12-06,Jens,67.0,67.0,Pulver,"Crystal Lake, Illinois",Jens Pulver,Little Evil,70.0,3.13,2.12,Southpaw,0.37,0.56,0.3,0.33,0.22,0.63,145.0,0.6773162939297125,5.25,0.7333333333333334,1.044776119402985,144.54545454545456,44.4027397260274,fw,0.6097560975609756,-0.10892738736549394,-0.432003915549287,-0.3430002216225342,0.07102487935147744,0.13857279253045623,-0.7022933847191909,0.3495904098655206,-0.4508457253606706,-0.30261393432492917,-0.5798953805443136,2.0714672606930833,2.187079667306651,0.8524615454969438,41.0
0,5,0.0,15,Minnesota Martial Arts Academy,USA,1985-02-16,Logan,74.0,74.0,Clark,"Eyota, Minnesota",Logan Clark,,,1.49,2.2,Orthodox,0.54,0.53,2.1,1.0,0.31,0.3,185.0,1.476510067114094,3.6900000000000004,0.14761904761904762,,106.45161290322581,34.1972602739726,mw,0.75,-0.6872376239266801,-0.1525001589062639,0.7510726289998152,0.2227403042188758,2.1644083162407237,-0.5734465981140902,-0.4447891583661791,0.3574415438950913,-0.6413066599411671,-0.8016750861132381,1.3032639327841435,-0.512618097491466,,20.0
0,2,0.0,5,MMA Development,USA,1978-07-31,Anthony,68.0,70.0,Torres,"Kailua, Hawaii",Anthony Torres,The Crush,,7.52,3.54,Orthodox,0.48,0.45,2.2,0.0,0.0,1.0,170.0,0.47074468085106386,11.059999999999999,0.0,,,40.75068493150685,ww,0.7142857142857143,1.9853406202638517,0.6478544102134998,0.48651640622649117,-0.5414621046650464,-1.1797975577175064,-0.8990079010929118,1.7052333321281397,-0.5847981625422045,1.7683389507875213,-0.6273446164496953,,0.8120186336303746,,7.0
0,2,0.0,14,Fight Ready,USA,1987-02-09,Henry,64.0,64.0,Cejudo,"Phoenix, Arizona",Henry Cejudo,The Messenger,64.0,2.6,3.56,Orthodox,0.43,0.67,0.1,0.35,2.3,0.88,125.0,1.3692307692307693,6.16,22.999999999999996,1.0,23.217391304347828,32.21643835616438,flw,0.875,-0.5683940799330389,0.3191825083850036,0.1787357589415164,0.9506736818557385,0.10998746255439334,0.6433310938274956,1.2196052069458334,0.6198052177942699,-0.17275006162686693,4.264974042950957,-0.3484736593295093,0.22593300556232412,-0.5271260948468806,16.0
